session_id,timestamp,archetype,intervention_id,rmssd,pv,gaze_stability,pose_adherence,rmssd_change
29,0,Depleted,mobilizing_07,-2.427690922663356,0.29902744494447453,-0.9818489448366904,-1.6824057408414228,31.04685116452445
29,3,Depleted,mobilizing_07,-2.471368960159486,0.9227714199903955,0.3887298196725888,-0.8893788759107385,30.98786920310837
29,6,Depleted,mobilizing_07,-2.47299373056615,1.4032960687550988,1.4775869929369194,-0.7246697239969784,32.08256196191465
29,9,Depleted,mobilizing_07,-2.4428383346417784,1.4032960687550988,-0.7669655794147759,-0.0782367285005188,33.443422293784124
29,12,Depleted,mobilizing_07,-2.405350846234487,1.4032960687550988,-0.8853966056144592,0.8419451075865209,33.494499840585654
29,15,Depleted,mobilizing_07,-2.403943817975412,1.4032960687550988,0.6113782219741571,-0.043523902147817546,33.319444985898194
29,18,Depleted,mobilizing_07,-2.4087660371863437,1.4032960687550988,-1.363746789729458,1.3105246751416149,32.98549024128193
29,21,Depleted,mobilizing_07,-2.4179654563509567,1.4032960687550988,-0.4945564786139925,0.43005833452880793,32.43059327368063
29,24,Depleted,mobilizing_07,-2.4332511496385396,1.4032960687550988,-1.7033602046026841,0.9610592294085399,31.90959748679681
29,27,Depleted,mobilizing_07,-2.4476029703681688,1.4032960687550988,0.2398236230393534,0.8504803087514545,31.911325062818072
29,30,Depleted,mobilizing_07,-2.4475553809980086,1.4032960687550988,0.8602200908416614,0.10474112072844217,31.745696147348824
29,33,Depleted,mobilizing_07,-2.452117944769734,1.4032960687550988,0.8002733926731187,0.08089482842131937,30.130708911812334
29,36,Depleted,mobilizing_07,-2.4966058425005238,1.4032960687550988,-0.7452021681100378,0.7817301949664576,29.57938438659229
29,39,Depleted,mobilizing_07,-2.5117931260621287,1.4032960687550988,1.2463385029934002,0.5045510768366288,28.369051543152764
29,42,Depleted,mobilizing_07,-2.545134048252926,1.4032960687550988,-0.839370989055968,0.783223259604671,29.85820675555457
29,45,Depleted,mobilizing_07,-2.5041124331362,1.4032960687550988,-1.3447940832111593,1.434646927997793,27.680345072848727
29,48,Depleted,mobilizing_07,-2.564105779015393,1.4032960687550988,-0.25132428333902823,-0.810324216851278,27.840823175711822
29,51,Depleted,mobilizing_07,-2.5596851041821136,1.4032960687550988,-0.4194591233280775,-1.3297112264773376,27.425624401191605
29,54,Depleted,mobilizing_07,-2.5711225448084902,1.4032960687550988,0.1682260650011825,-1.7176791273596503,25.28145047083987
29,57,Depleted,mobilizing_07,-2.6301878974202864,1.4032960687550988,-0.929889104659869,-1.6535476653324896,25.13339248551871
29,60,Depleted,mobilizing_07,-2.6342664364726436,1.4032960687550988,1.1278950921635411,1.5590098732327644,24.77573306358328
29,63,Depleted,mobilizing_07,-2.6441188460987988,1.4032960687550988,-1.5674489192239487,0.6378279313096402,24.790758567116757
29,66,Depleted,grounding_04,-2.6437049400010646,0.7974303389717557,1.46865098605801,-0.8470116339468344,25.107360318091477
29,69,Depleted,grounding_04,-2.634983542079877,0.42969617024065104,-1.6324217392829485,-1.0536797697855391,27.29248809515652
29,72,Depleted,grounding_04,-2.5747900377996507,0.1379384249882324,0.91694534421981,-0.044810458903522,29.71592661467616
29,75,Depleted,grounding_04,-2.5080318104645403,-0.36383794415816917,-0.39830953357888627,-0.9770203207892536,32.05047545794572
29,78,Depleted,grounding_04,-2.443722218474231,-0.8068207144560143,-0.1698422739913322,1.4876944562164824,31.34837855676051
29,81,Depleted,grounding_04,-2.4630628141456614,-0.8068207144560143,-0.5686749936499129,0.2795355708377983,30.601987700483384
29,84,Depleted,grounding_04,-2.4836235711291197,-0.8068207144560143,0.41608271123947926,0.9821245247440459,31.56767474912504
29,87,Depleted,grounding_04,-2.4570218830695567,-0.8068207144560143,-1.0063501507657364,0.972973581860535,33.73877818533571
29,90,Depleted,grounding_04,-2.397214705955231,-0.8068207144560143,0.23012325726710978,-0.8433614701864421,36.548489652456254
29,93,Depleted,grounding_04,-2.3198158549601255,-0.8068207144560143,-0.20753249311036315,0.8982405800626283,36.943232315599865
29,96,Depleted,grounding_04,-2.3089419168623553,-0.8068207144560143,-0.8980068552012912,1.4712750124979583,38.205231099144925
29,99,Depleted,grounding_04,-2.2741777579988445,-0.8068207144560143,1.5416828946570478,0.8511111456228887,38.799363794604034
29,102,Depleted,grounding_04,-2.257811241897358,-0.8068207144560143,-1.3296168405862716,1.6715699166451847,40.38355665288361
29,105,Depleted,grounding_04,-2.2141716339090154,-0.8068207144560143,1.5292929620665832,1.559938902016531,41.739951240175984
29,108,Depleted,grounding_04,-2.1768071629371977,-0.8068207144560143,1.595002451422443,-1.1965377581524512,40.89065430354762
29,111,Depleted,grounding_04,-2.2002026637983816,-0.8068207144560143,0.410090180594527,1.1959360068656755,41.52317400940691
29,114,Depleted,grounding_04,-2.1827787044210005,-0.8068207144560143,1.1286202497640914,0.10754365358066095,44.12559361115753
29,117,Depleted,restorative_04,-2.1110901024632125,-0.8068207144560143,1.6537652147296857,0.43807669812632855,44.63858606185602
29,120,Depleted,restorative_04,-2.0969587488641483,-0.8068207144560143,-1.1143510600778836,1.0144361942367763,44.62993763730722
