session_id,timestamp,archetype,intervention_id,rmssd,pv,gaze_stability,pose_adherence
27,0,Regulator-in-Training,grounding_06,47.287311198728375,0.1,0.938122005726902,0.8426060112941398
27,3,Regulator-in-Training,grounding_06,47.21569146875555,0.1,0.993069902889281,0.9960722751372126
27,6,Regulator-in-Training,grounding_06,46.768336261731186,0.1,0.9533579690307086,0.8681158303276391
27,9,Regulator-in-Training,grounding_06,46.82613745792298,0.1,0.8298604511696325,0.8210111568251739
27,12,Regulator-in-Training,grounding_06,49.1305964524243,0.1,0.8318606381390115,0.7915884379296856
27,15,Regulator-in-Training,grounding_06,50.80980408292737,0.1,0.9188737896487512,0.9867226678717327
27,18,Regulator-in-Training,grounding_06,51.50045588234027,0.1,0.8089353978981172,0.7240833826366619
27,21,Regulator-in-Training,grounding_06,52.14191339384056,0.1,0.9484804801814304,0.7265633898493926
27,24,Regulator-in-Training,grounding_06,51.748172803511856,0.1,0.85921774424296,0.9293964758667025
27,27,Regulator-in-Training,grounding_06,53.02350046705801,0.1,0.959752361677878,0.7698734090934147
27,30,Regulator-in-Training,grounding_06,55.8024957227343,0.1,0.8545090543970335,0.8831368380418478
27,33,Regulator-in-Training,grounding_06,56.29729810162148,0.1,0.8918427950286449,0.855637077247823
27,36,Regulator-in-Training,grounding_06,56.65902505785808,0.1,0.8977843995626562,0.8285578073414773
27,39,Regulator-in-Training,grounding_06,58.32900544570816,0.1,0.8445361541612195,0.9522686075692499
27,42,Regulator-in-Training,grounding_06,60.13523422887856,0.1,0.8131774602925035,0.7469602211148287
27,45,Regulator-in-Training,grounding_06,59.55201054450848,0.1,0.8356890107751389,0.7363340652936561
27,48,Regulator-in-Training,grounding_06,62.31609519893567,0.1,0.8933824562061947,0.9376953717431711
27,51,Regulator-in-Training,grounding_06,64.8298711758039,0.1,0.9471690983209156,0.8207527843743673
27,54,Regulator-in-Training,grounding_06,67.39906472832482,0.1,0.850315634950499,0.7043386179254346
27,57,Regulator-in-Training,mobilizing_06,67.98821472309557,2.0092107758918094,0.9340070865152648,0.7119322694118696
27,60,Regulator-in-Training,mobilizing_06,67.68976361851946,3.9844863253541343,0.8585053456860549,0.925440366581148
27,63,Regulator-in-Training,mobilizing_06,65.81110690716318,5.0,0.8357466112959839,0.9979787613233908
27,66,Regulator-in-Training,mobilizing_06,66.92468543718685,5.0,0.971197508033836,0.7229830031954039
27,69,Regulator-in-Training,mobilizing_06,68.17880641683611,5.0,0.8936627446474823,0.8895619397930825
27,72,Regulator-in-Training,mobilizing_06,68.95856572974536,5.0,0.8053095904815676,0.9923262953310386
27,75,Regulator-in-Training,mobilizing_06,66.54946650303376,5.0,0.8635032958099702,0.7091521318137965
27,78,Regulator-in-Training,mobilizing_06,64.36819501328206,5.0,0.8094781807402348,0.7901239030428001
27,81,Regulator-in-Training,mobilizing_06,64.77847363186697,5.0,0.975820960578233,0.9943312799202197
27,84,Regulator-in-Training,mobilizing_06,64.9342670316893,5.0,0.8510528174043037,0.7109283965186278
27,87,Regulator-in-Training,mobilizing_06,64.46343725639116,5.0,0.8436775754736645,0.8812393546160822
27,90,Regulator-in-Training,mobilizing_06,63.312292332096,5.0,0.8100907525006212,0.825517053965717
27,93,Regulator-in-Training,mobilizing_06,63.85990610267346,5.0,0.8609889545034195,0.8891684721166266
27,96,Regulator-in-Training,mobilizing_06,62.49714396201193,5.0,0.9425768753248431,0.9616510827280499
27,99,Regulator-in-Training,mobilizing_06,60.99174121075309,5.0,0.9217853552055404,0.7639371200639247
27,102,Regulator-in-Training,mobilizing_06,61.345046914518775,5.0,0.9326190927448983,0.8956732838911561
27,105,Regulator-in-Training,mobilizing_06,59.98421093214052,5.0,0.9665771598244848,0.7541743874963538
27,108,Regulator-in-Training,mobilizing_06,59.727108482225,5.0,0.9608756091072286,0.9770972633228268
27,111,Regulator-in-Training,mobilizing_06,57.72283727756498,5.0,0.8971842623438637,0.8777576193197151
27,114,Regulator-in-Training,mobilizing_06,57.07879016844288,5.0,0.8720952687887797,0.7403472923284496
27,117,Regulator-in-Training,mobilizing_06,58.09473342852471,5.0,0.9179872111517633,0.738218373804197
27,120,Regulator-in-Training,mobilizing_06,59.55448463849782,5.0,0.8621971310694745,0.9722879990795479
27,123,Regulator-in-Training,mobilizing_06,58.89617585644043,5.0,0.8122219397554,0.7369678337638348
27,126,Regulator-in-Training,mobilizing_06,57.51714108764851,5.0,0.9219201110368593,0.767152898685981
27,129,Regulator-in-Training,mobilizing_06,55.55685622674949,5.0,0.867883382834593,0.9529649625584419
27,132,Regulator-in-Training,mobilizing_06,55.06823710844307,5.0,0.8351600311707699,0.7580787575125723
27,135,Regulator-in-Training,mobilizing_06,54.16392667506599,5.0,0.900647201169541,0.7213085683285131
27,138,Regulator-in-Training,mobilizing_06,53.372227677840776,5.0,0.8225450068533097,0.929341490115395
27,141,Regulator-in-Training,mobilizing_04,53.990858495782696,5.0,0.9828834929685387,0.9841868483423184
27,144,Regulator-in-Training,mobilizing_04,52.23718272666197,5.0,0.9496137057133316,0.8854623541458534
27,147,Regulator-in-Training,mobilizing_04,53.283183233800415,5.0,0.9586166286882121,0.7660047086388563
27,150,Regulator-in-Training,mobilizing_04,54.695615294851095,5.0,0.9988824884952078,0.8659160567459254
27,153,Regulator-in-Training,mobilizing_04,53.76092525698613,5.0,0.857560707800739,0.9188589879742246
27,156,Regulator-in-Training,mobilizing_04,51.45083769708613,5.0,0.9097965169330989,0.7544601623402996
27,159,Regulator-in-Training,mobilizing_04,51.581705342226215,5.0,0.987752720782709,0.801708371272644
27,162,Regulator-in-Training,mobilizing_04,51.90579624317101,5.0,0.9443466436025256,0.8025284786455593
27,165,Regulator-in-Training,mobilizing_04,52.91477250341884,5.0,0.8470792511674574,0.7747910430936349
27,168,Regulator-in-Training,mobilizing_04,52.30875328448113,5.0,0.8210223013112379,0.9990920887975534
27,171,Regulator-in-Training,mobilizing_04,52.67715979256972,5.0,0.907532253867959,0.9558086084952563
